"","X","group","subject","item","region","measure","sort","condition","skips","rawdata","nozero","ambiguity","continuation"
"44",17367,"Native",2,41,"continuation","rp","continuation rp",6,0,214,214,0.5,0.5
"45",17369,"Native",2,37,"continuation","rp","continuation rp",6,0,545,545,0.5,0.5
"46",17371,"Native",2,40,"continuation","rp","continuation rp",5,0,241,241,0.5,0.5
"47",17373,"Native",2,28,"continuation","rp","continuation rp",5,0,461,461,0.5,0.5
"48",17375,"Native",2,34,"continuation","rp","continuation rp",7,0,528,528,0.5,0.5
"49",17378,"Native",3,34,"continuation","rp","continuation rp",8,0,581,581,0.5,0.5
"50",17380,"Native",3,30,"continuation","rp","continuation rp",8,0,410,410,0.5,0.5
"51",17382,"Native",3,38,"continuation","rp","continuation rp",8,0,454,454,0.5,0.5
"52",17384,"Native",3,43,"continuation","rp","continuation rp",5,0,358,358,0.5,0.5
"53",17386,"Native",3,47,"continuation","rp","continuation rp",5,0,734,734,0.5,0.5
"54",17388,"Native",3,25,"continuation","rp","continuation rp",7,0,641,641,0.5,0.5
"55",17390,"Native",3,37,"continuation","rp","continuation rp",7,0,308,308,0.5,0.5
"56",17392,"Native",3,40,"continuation","rp","continuation rp",6,0,467,467,0.5,0.5
"57",17394,"Native",3,42,"continuation","rp","continuation rp",8,0,181,181,0.5,0.5
"58",17396,"Native",3,33,"continuation","rp","continuation rp",7,0,1667,1667,0.5,0.5
"59",17398,"Native",3,39,"continuation","rp","continuation rp",5,0,267,267,0.5,0.5
"60",17400,"Native",3,41,"continuation","rp","continuation rp",7,0,763,763,0.5,0.5
"61",17402,"Native",3,27,"continuation","rp","continuation rp",5,0,340,340,0.5,0.5
"62",17404,"Native",3,29,"continuation","rp","continuation rp",7,0,534,534,0.5,0.5
"63",17406,"Native",3,46,"continuation","rp","continuation rp",8,0,294,294,0.5,0.5
"64",17408,"Native",3,28,"continuation","rp","continuation rp",6,0,306,306,0.5,0.5
"65",17410,"Native",3,35,"continuation","rp","continuation rp",5,0,237,237,0.5,0.5
"66",17412,"Native",3,45,"continuation","rp","continuation rp",7,0,549,549,0.5,0.5
"67",17414,"Native",3,32,"continuation","rp","continuation rp",6,0,445,445,0.5,0.5
"68",17416,"Native",3,26,"continuation","rp","continuation rp",8,0,226,226,0.5,0.5
"69",17418,"Native",3,36,"continuation","rp","continuation rp",6,0,268,268,0.5,0.5
"70",17420,"Native",3,31,"continuation","rp","continuation rp",5,0,251,251,0.5,0.5
"71",17422,"Native",3,48,"continuation","rp","continuation rp",6,0,296,296,0.5,0.5
"72",17424,"Native",3,44,"continuation","rp","continuation rp",6,1,0,NA,0.5,0.5
"73",17426,"Native",4,43,"continuation","rp","continuation rp",6,0,233,233,0.5,0.5
"74",17428,"Native",4,33,"continuation","rp","continuation rp",8,0,166,166,0.5,0.5
"75",17430,"Native",4,29,"continuation","rp","continuation rp",8,0,229,229,0.5,0.5
"76",17432,"Native",4,41,"continuation","rp","continuation rp",8,0,166,166,0.5,0.5
"77",17434,"Native",4,26,"continuation","rp","continuation rp",5,0,315,315,0.5,0.5
"78",17436,"Native",4,28,"continuation","rp","continuation rp",7,0,298,298,0.5,0.5
"79",17438,"Native",4,25,"continuation","rp","continuation rp",8,0,157,157,0.5,0.5
"80",17440,"Native",4,34,"continuation","rp","continuation rp",5,0,164,164,0.5,0.5
"81",17442,"Native",4,38,"continuation","rp","continuation rp",5,0,167,167,0.5,0.5
"82",17444,"Native",4,30,"continuation","rp","continuation rp",5,0,166,166,0.5,0.5
"83",17446,"Native",4,48,"continuation","rp","continuation rp",7,0,567,567,0.5,0.5
"84",17448,"Native",4,27,"continuation","rp","continuation rp",6,0,297,297,0.5,0.5
"85",17450,"Native",4,35,"continuation","rp","continuation rp",6,0,172,172,0.5,0.5
"86",17452,"Native",4,45,"continuation","rp","continuation rp",8,0,319,319,0.5,0.5
"87",17454,"Native",4,42,"continuation","rp","continuation rp",5,0,212,212,0.5,0.5
"88",17456,"Native",4,47,"continuation","rp","continuation rp",6,0,555,555,0.5,0.5
"89",17458,"Native",4,39,"continuation","rp","continuation rp",6,0,150,150,0.5,0.5
"90",17460,"Native",4,44,"continuation","rp","continuation rp",7,0,280,280,0.5,0.5
"91",17462,"Native",4,32,"continuation","rp","continuation rp",7,0,246,246,0.5,0.5
"92",17464,"Native",4,37,"continuation","rp","continuation rp",8,0,717,717,0.5,0.5
"93",17466,"Native",4,46,"continuation","rp","continuation rp",5,1,0,NA,0.5,0.5
"94",17468,"Native",4,31,"continuation","rp","continuation rp",6,0,370,370,0.5,0.5
"95",17470,"Native",4,40,"continuation","rp","continuation rp",7,0,189,189,0.5,0.5
"96",17472,"Native",4,36,"continuation","rp","continuation rp",7,0,177,177,0.5,0.5
"97",17473,"Native",5,39,"continuation","rp","continuation rp",7,0,178,178,0.5,0.5
"98",17475,"Native",5,33,"continuation","rp","continuation rp",5,0,313,313,0.5,0.5
"99",17477,"Native",5,30,"continuation","rp","continuation rp",6,1,0,NA,0.5,0.5
"100",17479,"Native",5,46,"continuation","rp","continuation rp",6,0,266,266,0.5,0.5
"101",17481,"Native",5,25,"continuation","rp","continuation rp",5,0,253,253,0.5,0.5
"102",17483,"Native",5,42,"continuation","rp","continuation rp",6,0,280,280,0.5,0.5
"103",17485,"Native",5,41,"continuation","rp","continuation rp",5,0,219,219,0.5,0.5
"104",17487,"Native",5,36,"continuation","rp","continuation rp",8,1,0,NA,0.5,0.5
"105",17489,"Native",5,34,"continuation","rp","continuation rp",6,1,0,NA,0.5,0.5
"106",17491,"Native",5,35,"continuation","rp","continuation rp",7,0,269,269,0.5,0.5
"107",17493,"Native",5,43,"continuation","rp","continuation rp",7,0,177,177,0.5,0.5
"108",17495,"Native",5,47,"continuation","rp","continuation rp",7,0,267,267,0.5,0.5
"109",17497,"Native",5,38,"continuation","rp","continuation rp",6,0,435,435,0.5,0.5
"110",17499,"Native",5,27,"continuation","rp","continuation rp",7,0,273,273,0.5,0.5
"111",17501,"Native",5,45,"continuation","rp","continuation rp",5,1,0,NA,0.5,0.5
"112",17503,"Native",5,37,"continuation","rp","continuation rp",5,1,0,NA,0.5,0.5
"113",17505,"Native",5,48,"continuation","rp","continuation rp",8,1,0,NA,0.5,0.5
"114",17507,"Native",5,44,"continuation","rp","continuation rp",8,0,548,548,0.5,0.5
"115",17509,"Native",5,26,"continuation","rp","continuation rp",6,0,83,83,0.5,0.5
"116",17511,"Native",5,32,"continuation","rp","continuation rp",8,0,197,197,0.5,0.5
"117",17513,"Native",5,28,"continuation","rp","continuation rp",8,0,155,155,0.5,0.5
"118",17515,"Native",5,31,"continuation","rp","continuation rp",7,0,199,199,0.5,0.5
"119",17517,"Native",5,29,"continuation","rp","continuation rp",5,0,315,315,0.5,0.5
"120",17519,"Native",5,40,"continuation","rp","continuation rp",8,1,0,NA,0.5,0.5
"121",17522,"Native",6,30,"continuation","rp","continuation rp",7,0,136,136,0.5,0.5
"122",17524,"Native",6,35,"continuation","rp","continuation rp",8,0,161,161,0.5,0.5
"123",17526,"Native",6,43,"continuation","rp","continuation rp",8,1,0,NA,0.5,0.5
"124",17528,"Native",6,36,"continuation","rp","continuation rp",5,0,133,133,0.5,0.5
"125",17530,"Native",6,32,"continuation","rp","continuation rp",5,1,0,NA,0.5,0.5
"126",17532,"Native",6,37,"continuation","rp","continuation rp",6,0,138,138,0.5,0.5
"127",17534,"Native",6,47,"continuation","rp","continuation rp",8,0,134,134,0.5,0.5
"128",17536,"Native",6,33,"continuation","rp","continuation rp",6,0,134,134,0.5,0.5
"129",17538,"Native",6,41,"continuation","rp","continuation rp",6,0,137,137,0.5,0.5
"130",17540,"Native",6,26,"continuation","rp","continuation rp",7,0,265,265,0.5,0.5
"131",17542,"Native",6,39,"continuation","rp","continuation rp",8,1,0,NA,0.5,0.5
"132",17544,"Native",6,38,"continuation","rp","continuation rp",7,0,157,157,0.5,0.5
"133",17546,"Native",6,25,"continuation","rp","continuation rp",6,0,145,145,0.5,0.5
"134",17548,"Native",6,34,"continuation","rp","continuation rp",7,0,152,152,0.5,0.5
"135",17550,"Native",6,27,"continuation","rp","continuation rp",8,0,170,170,0.5,0.5
"136",17552,"Native",6,48,"continuation","rp","continuation rp",5,0,782,782,0.5,0.5
"137",17554,"Native",6,28,"continuation","rp","continuation rp",5,0,158,158,0.5,0.5
"138",17556,"Native",6,31,"continuation","rp","continuation rp",8,0,353,353,0.5,0.5
"139",17558,"Native",6,46,"continuation","rp","continuation rp",7,0,148,148,0.5,0.5
"140",17560,"Native",6,40,"continuation","rp","continuation rp",5,0,119,119,0.5,0.5
"141",17562,"Native",6,42,"continuation","rp","continuation rp",7,0,265,265,0.5,0.5
"142",17564,"Native",6,45,"continuation","rp","continuation rp",6,1,0,NA,0.5,0.5
"143",17566,"Native",6,44,"continuation","rp","continuation rp",5,1,0,NA,0.5,0.5
"144",17568,"Native",6,29,"continuation","rp","continuation rp",6,0,442,442,0.5,0.5
"145",17569,"Native",7,44,"continuation","rp","continuation rp",6,0,185,185,0.5,0.5
"146",17571,"Native",7,35,"continuation","rp","continuation rp",5,0,183,183,0.5,0.5
"147",17573,"Native",7,26,"continuation","rp","continuation rp",8,1,0,NA,0.5,0.5
"148",17575,"Native",7,38,"continuation","rp","continuation rp",8,1,0,NA,0.5,0.5
"149",17577,"Native",7,28,"continuation","rp","continuation rp",6,0,167,167,0.5,0.5
"150",17579,"Native",7,45,"continuation","rp","continuation rp",7,0,154,154,0.5,0.5
"151",17581,"Native",7,41,"continuation","rp","continuation rp",7,0,151,151,0.5,0.5
"152",17583,"Native",7,43,"continuation","rp","continuation rp",5,0,558,558,0.5,0.5
"153",17585,"Native",7,27,"continuation","rp","continuation rp",5,0,519,519,0.5,0.5
"154",17587,"Native",7,32,"continuation","rp","continuation rp",6,0,839,839,0.5,0.5
"155",17589,"Native",7,47,"continuation","rp","continuation rp",5,0,184,184,0.5,0.5
"156",17591,"Native",7,42,"continuation","rp","continuation rp",8,0,367,367,0.5,0.5
"157",17593,"Native",7,29,"continuation","rp","continuation rp",7,0,157,157,0.5,0.5
"158",17595,"Native",7,46,"continuation","rp","continuation rp",8,0,343,343,0.5,0.5
"159",17597,"Native",7,36,"continuation","rp","continuation rp",6,0,165,165,0.5,0.5
"160",17599,"Native",7,39,"continuation","rp","continuation rp",5,1,0,NA,0.5,0.5
"161",17601,"Native",7,48,"continuation","rp","continuation rp",6,1,0,NA,0.5,0.5
"162",17603,"Native",7,33,"continuation","rp","continuation rp",7,0,106,106,0.5,0.5
"163",17605,"Native",7,34,"continuation","rp","continuation rp",8,0,484,484,0.5,0.5
"164",17607,"Native",7,40,"continuation","rp","continuation rp",6,1,0,NA,0.5,0.5
"165",17609,"Native",7,30,"continuation","rp","continuation rp",8,0,613,613,0.5,0.5
"166",17611,"Native",7,25,"continuation","rp","continuation rp",7,0,164,164,0.5,0.5
"167",17613,"Native",7,31,"continuation","rp","continuation rp",5,0,164,164,0.5,0.5
"168",17615,"Native",7,37,"continuation","rp","continuation rp",7,0,360,360,0.5,0.5
"169",17618,"Native",8,46,"continuation","rp","continuation rp",5,0,208,208,0.5,0.5
"170",17620,"Native",8,41,"continuation","rp","continuation rp",8,0,264,264,0.5,0.5
"171",17622,"Native",8,39,"continuation","rp","continuation rp",6,0,226,226,0.5,0.5
"172",17624,"Native",8,35,"continuation","rp","continuation rp",6,0,221,221,0.5,0.5
"173",17626,"Native",8,26,"continuation","rp","continuation rp",5,0,218,218,0.5,0.5
"174",17628,"Native",8,44,"continuation","rp","continuation rp",7,0,282,282,0.5,0.5
"175",17630,"Native",8,38,"continuation","rp","continuation rp",5,0,328,328,0.5,0.5
"176",17632,"Native",8,28,"continuation","rp","continuation rp",7,0,191,191,0.5,0.5
"177",17634,"Native",8,34,"continuation","rp","continuation rp",5,0,253,253,0.5,0.5
"178",17636,"Native",8,36,"continuation","rp","continuation rp",7,0,243,243,0.5,0.5
"179",17638,"Native",8,48,"continuation","rp","continuation rp",7,0,262,262,0.5,0.5
"180",17640,"Native",8,47,"continuation","rp","continuation rp",6,0,336,336,0.5,0.5
"181",17642,"Native",8,25,"continuation","rp","continuation rp",8,0,247,247,0.5,0.5
"182",17644,"Native",8,43,"continuation","rp","continuation rp",6,0,152,152,0.5,0.5
"183",17646,"Native",8,42,"continuation","rp","continuation rp",5,0,214,214,0.5,0.5
"184",17648,"Native",8,31,"continuation","rp","continuation rp",6,0,216,216,0.5,0.5
"185",17650,"Native",8,32,"continuation","rp","continuation rp",7,0,200,200,0.5,0.5
"186",17652,"Native",8,33,"continuation","rp","continuation rp",8,0,339,339,0.5,0.5
"187",17654,"Native",8,27,"continuation","rp","continuation rp",6,0,286,286,0.5,0.5
"188",17656,"Native",8,45,"continuation","rp","continuation rp",8,0,229,229,0.5,0.5
"189",17658,"Native",8,30,"continuation","rp","continuation rp",5,0,257,257,0.5,0.5
"190",17660,"Native",8,37,"continuation","rp","continuation rp",8,0,219,219,0.5,0.5
"191",17662,"Native",8,29,"continuation","rp","continuation rp",8,0,248,248,0.5,0.5
"192",17664,"Native",8,40,"continuation","rp","continuation rp",7,0,226,226,0.5,0.5
"193",17665,"Native",9,40,"continuation","rp","continuation rp",8,0,243,243,0.5,0.5
"194",17667,"Native",9,37,"continuation","rp","continuation rp",5,0,275,275,0.5,0.5
"195",17669,"Native",9,42,"continuation","rp","continuation rp",6,0,501,501,0.5,0.5
"196",17671,"Native",9,39,"continuation","rp","continuation rp",7,0,269,269,0.5,0.5
"197",17673,"Native",9,35,"continuation","rp","continuation rp",7,0,183,183,0.5,0.5
"198",17675,"Native",9,38,"continuation","rp","continuation rp",6,0,159,159,0.5,0.5
"199",17677,"Native",9,26,"continuation","rp","continuation rp",6,0,192,192,0.5,0.5
"200",17679,"Native",9,32,"continuation","rp","continuation rp",8,0,908,908,0.5,0.5
"201",17681,"Native",9,29,"continuation","rp","continuation rp",5,0,157,157,0.5,0.5
"202",17683,"Native",9,47,"continuation","rp","continuation rp",7,0,350,350,0.5,0.5
"203",17685,"Native",9,36,"continuation","rp","continuation rp",8,0,499,499,0.5,0.5
"204",17687,"Native",9,27,"continuation","rp","continuation rp",7,0,192,192,0.5,0.5
"205",17689,"Native",9,48,"continuation","rp","continuation rp",8,0,202,202,0.5,0.5
"206",17691,"Native",9,28,"continuation","rp","continuation rp",8,0,189,189,0.5,0.5
"207",17693,"Native",9,33,"continuation","rp","continuation rp",5,0,167,167,0.5,0.5
"208",17695,"Native",9,31,"continuation","rp","continuation rp",7,0,310,310,0.5,0.5
"209",17697,"Native",9,43,"continuation","rp","continuation rp",7,0,197,197,0.5,0.5
"210",17699,"Native",9,44,"continuation","rp","continuation rp",8,0,335,335,0.5,0.5
"211",17701,"Native",9,45,"continuation","rp","continuation rp",5,0,393,393,0.5,0.5
"212",17703,"Native",9,46,"continuation","rp","continuation rp",6,0,185,185,0.5,0.5
"213",17705,"Native",9,30,"continuation","rp","continuation rp",6,0,259,259,0.5,0.5
"214",17707,"Native",9,25,"continuation","rp","continuation rp",5,0,197,197,0.5,0.5
"215",17709,"Native",9,41,"continuation","rp","continuation rp",5,0,236,236,0.5,0.5
"216",17711,"Native",9,34,"continuation","rp","continuation rp",6,0,478,478,0.5,0.5
"217",17713,"Native",10,40,"continuation","rp","continuation rp",5,0,228,228,0.5,0.5
"218",17715,"Native",10,25,"continuation","rp","continuation rp",6,0,513,513,0.5,0.5
"219",17717,"Native",10,28,"continuation","rp","continuation rp",5,0,129,129,0.5,0.5
"220",17719,"Native",10,29,"continuation","rp","continuation rp",6,0,178,178,0.5,0.5
"221",17721,"Native",10,47,"continuation","rp","continuation rp",8,0,171,171,0.5,0.5
"222",17723,"Native",10,37,"continuation","rp","continuation rp",6,0,343,343,0.5,0.5
"223",17725,"Native",10,30,"continuation","rp","continuation rp",7,0,206,206,0.5,0.5
"224",17727,"Native",10,45,"continuation","rp","continuation rp",6,0,165,165,0.5,0.5
"225",17729,"Native",10,36,"continuation","rp","continuation rp",5,0,187,187,0.5,0.5
"226",17731,"Native",10,26,"continuation","rp","continuation rp",7,0,220,220,0.5,0.5
"227",17733,"Native",10,32,"continuation","rp","continuation rp",5,0,264,264,0.5,0.5
"228",17735,"Native",10,43,"continuation","rp","continuation rp",8,0,297,297,0.5,0.5
"229",17737,"Native",10,33,"continuation","rp","continuation rp",6,0,245,245,0.5,0.5
"230",17739,"Native",10,31,"continuation","rp","continuation rp",8,0,194,194,0.5,0.5
"231",17741,"Native",10,39,"continuation","rp","continuation rp",8,0,201,201,0.5,0.5
"232",17743,"Native",10,42,"continuation","rp","continuation rp",7,0,186,186,0.5,0.5
"233",17745,"Native",10,48,"continuation","rp","continuation rp",5,0,402,402,0.5,0.5
"234",17747,"Native",10,27,"continuation","rp","continuation rp",8,0,253,253,0.5,0.5
"235",17749,"Native",10,35,"continuation","rp","continuation rp",8,0,287,287,0.5,0.5
"236",17751,"Native",10,46,"continuation","rp","continuation rp",7,0,191,191,0.5,0.5
"237",17753,"Native",10,38,"continuation","rp","continuation rp",7,0,638,638,0.5,0.5
"238",17755,"Native",10,34,"continuation","rp","continuation rp",7,1,0,NA,0.5,0.5
"239",17757,"Native",10,44,"continuation","rp","continuation rp",5,0,339,339,0.5,0.5
"240",17759,"Native",10,41,"continuation","rp","continuation rp",6,0,196,196,0.5,0.5
"241",17761,"Native",11,37,"continuation","rp","continuation rp",7,0,342,342,0.5,0.5
"242",17763,"Native",11,43,"continuation","rp","continuation rp",5,0,298,298,0.5,0.5
"243",17765,"Native",11,34,"continuation","rp","continuation rp",8,0,608,608,0.5,0.5
"244",17767,"Native",11,38,"continuation","rp","continuation rp",8,0,302,302,0.5,0.5
"245",17769,"Native",11,26,"continuation","rp","continuation rp",8,0,318,318,0.5,0.5
"246",17771,"Native",11,42,"continuation","rp","continuation rp",8,0,632,632,0.5,0.5
"247",17773,"Native",11,46,"continuation","rp","continuation rp",8,0,528,528,0.5,0.5
"248",17775,"Native",11,41,"continuation","rp","continuation rp",7,0,406,406,0.5,0.5
"249",17777,"Native",11,31,"continuation","rp","continuation rp",5,0,550,550,0.5,0.5
"250",17779,"Native",11,45,"continuation","rp","continuation rp",7,0,2268,2268,0.5,0.5
"251",17781,"Native",11,35,"continuation","rp","continuation rp",5,0,370,370,0.5,0.5
"252",17783,"Native",11,32,"continuation","rp","continuation rp",6,0,264,264,0.5,0.5
"253",17785,"Native",11,47,"continuation","rp","continuation rp",5,0,762,762,0.5,0.5
"254",17787,"Native",11,36,"continuation","rp","continuation rp",6,0,186,186,0.5,0.5
"255",17789,"Native",11,25,"continuation","rp","continuation rp",7,0,346,346,0.5,0.5
"256",17791,"Native",11,30,"continuation","rp","continuation rp",8,0,428,428,0.5,0.5
"257",17793,"Native",11,40,"continuation","rp","continuation rp",6,0,392,392,0.5,0.5
"258",17795,"Native",11,48,"continuation","rp","continuation rp",6,0,456,456,0.5,0.5
"259",17797,"Native",11,29,"continuation","rp","continuation rp",7,0,636,636,0.5,0.5
"260",17799,"Native",11,27,"continuation","rp","continuation rp",5,0,234,234,0.5,0.5
"261",17801,"Native",11,33,"continuation","rp","continuation rp",7,0,232,232,0.5,0.5
"262",17803,"Native",11,39,"continuation","rp","continuation rp",5,0,476,476,0.5,0.5
"263",17805,"Native",11,28,"continuation","rp","continuation rp",6,0,196,196,0.5,0.5
"264",17807,"Native",11,44,"continuation","rp","continuation rp",6,0,252,252,0.5,0.5
"265",17809,"Native",12,37,"continuation","rp","continuation rp",6,0,262,262,0.5,0.5
"266",17811,"Native",12,43,"continuation","rp","continuation rp",8,0,425,425,0.5,0.5
"267",17813,"Native",12,25,"continuation","rp","continuation rp",6,0,145,145,0.5,0.5
"268",17815,"Native",12,26,"continuation","rp","continuation rp",7,0,193,193,0.5,0.5
"269",17817,"Native",12,46,"continuation","rp","continuation rp",7,1,0,NA,0.5,0.5
"270",17819,"Native",12,31,"continuation","rp","continuation rp",8,0,156,156,0.5,0.5
"271",17821,"Native",12,39,"continuation","rp","continuation rp",8,0,200,200,0.5,0.5
"272",17823,"Native",12,38,"continuation","rp","continuation rp",7,0,316,316,0.5,0.5
"273",17825,"Native",12,27,"continuation","rp","continuation rp",8,0,181,181,0.5,0.5
"274",17827,"Native",12,41,"continuation","rp","continuation rp",6,0,205,205,0.5,0.5
"275",17829,"Native",12,29,"continuation","rp","continuation rp",6,0,208,208,0.5,0.5
"276",17831,"Native",12,35,"continuation","rp","continuation rp",8,1,0,NA,0.5,0.5
"277",17833,"Native",12,40,"continuation","rp","continuation rp",5,0,158,158,0.5,0.5
"278",17835,"Native",12,33,"continuation","rp","continuation rp",6,0,223,223,0.5,0.5
"279",17837,"Native",12,36,"continuation","rp","continuation rp",5,0,171,171,0.5,0.5
"280",17839,"Native",12,47,"continuation","rp","continuation rp",8,0,306,306,0.5,0.5
"281",17841,"Native",12,34,"continuation","rp","continuation rp",7,0,199,199,0.5,0.5
"282",17843,"Native",12,48,"continuation","rp","continuation rp",5,0,159,159,0.5,0.5
"283",17845,"Native",12,32,"continuation","rp","continuation rp",5,0,175,175,0.5,0.5
"284",17847,"Native",12,42,"continuation","rp","continuation rp",7,0,198,198,0.5,0.5
"285",17849,"Native",12,30,"continuation","rp","continuation rp",7,0,381,381,0.5,0.5
"286",17851,"Native",12,28,"continuation","rp","continuation rp",5,0,234,234,0.5,0.5
"287",17853,"Native",12,44,"continuation","rp","continuation rp",5,0,721,721,0.5,0.5
"288",17855,"Native",12,45,"continuation","rp","continuation rp",6,1,0,NA,0.5,0.5
"289",17858,"Native",13,34,"continuation","rp","continuation rp",5,0,230,230,0.5,0.5
"290",17860,"Native",13,27,"continuation","rp","continuation rp",6,0,203,203,0.5,0.5
"291",17862,"Native",13,39,"continuation","rp","continuation rp",6,0,395,395,0.5,0.5
"292",17864,"Native",13,40,"continuation","rp","continuation rp",7,0,266,266,0.5,0.5
"293",17866,"Native",13,32,"continuation","rp","continuation rp",7,0,385,385,0.5,0.5
"294",17868,"Native",13,46,"continuation","rp","continuation rp",5,1,0,NA,0.5,0.5
"295",17870,"Native",13,41,"continuation","rp","continuation rp",8,1,0,NA,0.5,0.5
"296",17872,"Native",13,33,"continuation","rp","continuation rp",8,1,0,NA,0.5,0.5
"297",17874,"Native",13,45,"continuation","rp","continuation rp",8,1,0,NA,0.5,0.5
"298",17876,"Native",13,36,"continuation","rp","continuation rp",7,0,192,192,0.5,0.5
"299",17878,"Native",13,43,"continuation","rp","continuation rp",6,0,254,254,0.5,0.5
"300",17880,"Native",13,42,"continuation","rp","continuation rp",5,1,0,NA,0.5,0.5
"301",17882,"Native",13,37,"continuation","rp","continuation rp",8,0,360,360,0.5,0.5
"302",17884,"Native",13,29,"continuation","rp","continuation rp",8,0,435,435,0.5,0.5
"303",17886,"Native",13,48,"continuation","rp","continuation rp",7,1,0,NA,0.5,0.5
"304",17888,"Native",13,44,"continuation","rp","continuation rp",7,0,393,393,0.5,0.5
"305",17890,"Native",13,47,"continuation","rp","continuation rp",6,0,370,370,0.5,0.5
"306",17892,"Native",13,35,"continuation","rp","continuation rp",6,0,337,337,0.5,0.5
"307",17894,"Native",13,30,"continuation","rp","continuation rp",5,0,424,424,0.5,0.5
"308",17896,"Native",13,26,"continuation","rp","continuation rp",5,0,221,221,0.5,0.5
"309",17898,"Native",13,25,"continuation","rp","continuation rp",8,1,0,NA,0.5,0.5
"310",17900,"Native",13,38,"continuation","rp","continuation rp",5,0,236,236,0.5,0.5
"311",17902,"Native",13,28,"continuation","rp","continuation rp",7,0,340,340,0.5,0.5
"312",17904,"Native",13,31,"continuation","rp","continuation rp",6,1,0,NA,0.5,0.5
"313",17906,"Native",14,30,"continuation","rp","continuation rp",6,0,169,169,0.5,0.5
"314",17908,"Native",14,35,"continuation","rp","continuation rp",7,0,138,138,0.5,0.5
